timestamp_seconds,frame_idx,face_id,x,y,w,h,yaw,pitch,eye_away,looking_at_camera
89.066667,872,1,306,100,112,112,-10.8,4.6,0.609,0
89.100000,873,1,305,101,111,111,-11.0,4.3,0.644,0
89.133333,874,1,306,101,111,111,-10.7,4.5,0.633,0
89.166667,875,1,305,101,111,111,-10.7,4.3,0.635,0
89.200000,876,1,306,101,111,111,-10.4,4.4,0.614,0
89.233333,877,1,306,101,111,111,-10.3,4.6,0.642,0
89.266667,878,1,306,100,111,111,-10.4,4.2,0.642,0
89.300000,879,1,306,100,111,111,-10.4,4.1,0.602,0
89.333333,880,1,307,100,111,111,-10.2,4.0,0.604,0
89.366667,881,1,308,100,111,111,-10.2,3.3,0.563,0
89.400000,882,1,309,100,110,110,-10.3,3.0,0.538,0
89.433333,883,1,310,101,109,109,-10.3,2.8,0.602,0
89.466667,884,1,310,100,108,108,-10.1,2.2,0.558,0
89.500000,885,1,310,99,109,109,-10.1,2.4,0.547,0
89.533333,886,1,307,97,113,113,-10.0,1.4,0.540,0
89.566667,887,1,310,99,109,109,-10.0,1.4,0.484,0
89.600000,888,1,312,99,107,107,-9.5,0.6,0.475,0
89.633333,889,1,312,99,107,107,-9.5,-0.3,0.496,0
89.666667,890,1,312,97,107,107,-9.1,-1.6,0.499,0
89.700000,891,1,312,97,106,106,-8.7,-3.5,0.452,0
89.733333,892,1,313,97,104,104,-8.4,-3.9,0.419,0
89.766667,893,1,314,96,103,103,-8.8,-4.6,0.480,0
89.800000,894,1,315,95,101,101,-8.9,-5.4,0.551,0
89.833333,895,1,316,97,100,100,-8.8,-4.9,0.815,0
89.866667,896,1,316,97,100,100,-8.8,-5.0,0.841,0
89.900000,897,1,317,97,100,100,-8.9,-5.1,0.857,0
89.933333,898,1,317,97,100,100,-8.5,-5.2,0.847,0
89.966667,899,1,315,96,102,102,-8.5,-4.6,0.849,0
90.000000,900,1,313,95,107,107,-8.5,-3.9,0.806,0
